Orthogroup	Most_Annotated_Protein	Species
OG0008296_00	LOCUS7734	Laspla
OG0008297_00	LOCUS8517	Laspla
OG0008298_00	LOCUS12725	Laspla
OG0008299_00	LOCUS11797	Laspla
OG0008300_00	PHD_finger_g00494_i12	Forexs
OG0008301_00	LOCUS7790	Laspla
OG0008302_00	LOCUS80	Laspla
OG0008303_00	LOCUS8221	Laspla
OG0008304_00	HOX_domain_g03900_i2	Acrech
OG0008305_00	G6Z76_0013945	Acrcha
OG0008306_00	LOCUS5975	Laspla
OG0008307_00	LOCUS5624	Laspla
OG0008308_00	LOCUS8982	Laspla
OG0008309_00	LOCUS2700-2	Laspla
OG0008310_00	LOCUS5555	Laspla
OG0008311_00	LOCUS14453	Laspla
OG0008312_00	LOCUS5395	Laspla
OG0008313_00	LOCUS11152	Laspla
OG0008314_00	LOCUS6494	Laspla
OG0008315_00	LOCUS3441	Laspla
OG0008316_00	G6Z76_0013601	Acrcha
OG0008317_00	LOCUS12537	Laspla
OG0008318_00	LOCUS12339	Laspla
OG0008319_00	LOCUS12343	Laspla
OG0008320_00	LOCUS5283	Laspla
OG0008321_00	G6Z76_0010527	Acrcha
OG0008322_00	G6Z76_0000788	Acrcha
OG0008323_00	G6Z76_0000789	Acrcha
OG0008324_00	LOCUS11455	Laspla
OG0008325_00	LOCUS5187	Laspla
OG0008326_00	LOCUS188	Laspla
OG0008327_00	G6Z76_0013334	Acrcha
OG0008328_00	LOCUS8840-2	Laspla
OG0008329_00	LOCUS8813	Laspla
OG0008330_00	LOCUS12299	Laspla
OG0008331_00	LOCUS6373	Laspla
OG0008332_00	LOCUS5446	Laspla
OG0008333_00	LOCUS4305	Laspla
OG0008334_00	LOCUS4362	Laspla
OG0008335_00	LOCUS13863	Laspla
OG0008336_00	G6Z76_0007659	Acrcha
OG0008337_00	LOCUS2402	Laspla
OG0008338_00	G6Z76_0014193	Acrcha
OG0008339_00	LOCUS11875	Laspla
OG0008340_00	LOCUS3780	Laspla
OG0008341_00	LOCUS5062	Laspla
OG0008342_00	LOCUS13850	Laspla
OG0008343_00	G6Z76_0007672	Acrcha
OG0008344_00	G6Z76_0012597	Acrcha
OG0008345_00	CCHamide-2_g07382_i1	Acafer
OG0008346_00	LOCUS8854	Laspla
OG0008347_00	LOCUS10299	Laspla
OG0008349_00	G6Z76_0012382	Acrcha
OG0008350_00	LOCUS5984	Laspla
OG0008351_00	G6Z76_0008610	Acrcha
OG0008352_00	LOCUS661	Laspla
OG0008353_00	LOCUS3331	Laspla
OG0008354_00	G6Z76_0005165	Acrcha
OG0008356_00	G6Z76_0012059	Acrcha
OG0008357_00	G6Z76_0006261	Acrcha
OG0008358_00	G6Z77_0001632	Acrhey
OG0008359_00	LOCUS13766	Laspla
OG0008360_00	LOCUS3916	Laspla
OG0008361_00	LOCUS3439	Laspla
OG0008362_00	G6Z76_0006621	Acrcha
OG0008363_00	LOCUS14116	Laspla
OG0008364_00	Ankyrin_g08686_i1	Acafer
OG0008365_00	LOCUS8862	Laspla
OG0008366_00	LOCUS2650	Laspla
OG0008367_00	LOCUS2825	Laspla
OG0008368_00	G6Z76_0006473	Acrcha
OG0008369_00	Peptidase_M14_carboxypeptidase_A_g02615_i1	Dinqua
OG0008370_00	Alpha_beta_hydrolase_fold-1_g18280_i1	Acafer
OG0008371_00	LOCUS10279	Laspla
OG0008372_00	LOCUS12687	Laspla
OG0008373_00	G6Z76_0002236	Acrcha
OG0008374_00	LOCUS1977	Laspla
OG0008375_00	LOCUS3783	Laspla
OG0008376_00	LOCUS10411-2	Laspla
OG0008377_00	LOCUS5462	Laspla
OG0008378_00	LOCUS4564	Laspla
OG0008379_00	LOCUS2293	Laspla
OG0008380_00	LOCUS11703	Laspla
OG0008381_00	LOCUS7738	Laspla
OG0008382_00	G6Z76_0005592	Acrcha
OG0008383_00	LOCUS13072	Laspla
OG0008384_00	LOCUS8720	Laspla
OG0008385_00	G6Z76_0011770	Acrcha
OG0008386_00	LOCUS11718	Laspla
OG0008387_00	Allatostatin-C_g02507_i1	Acrame
OG0008388_00	LOCUS6413	Laspla
OG0008389_00	G6Z76_0012241	Acrcha
OG0008390_00	LOCUS3344	Laspla
OG0008391_00	LOCUS6179	Laspla
OG0008392_00	LOCUS9514	Laspla
OG0008393_00	LOCUS12965	Laspla
OG0008394_00	LOCUS12990-4	Laspla
OG0008395_00	G6Z76_0002507	Acrcha
OG0008396_00	LOCUS13025	Laspla
OG0008397_00	G6Z76_0002120	Acrcha
OG0008398_00	LOCUS7866	Laspla
OG0008399_00	ACFW04_006459	Catnig
OG0008400_00	LOCUS9482	Laspla
OG0008401_00	LOCUS14662-2	Laspla
OG0008402_00	LOCUS2975	Laspla
OG0008403_00	LOCUS8671	Laspla
OG0008404_00	G6Z76_0014219	Acrcha
OG0008405_00	G6Z76_0012284	Acrcha
OG0008406_00	G6Z76_0002098	Acrcha
OG0008407_00	G6Z76_0011877	Acrcha
OG0008408_00	LOCUS3800	Laspla
OG0008409_00	LOCUS7720-2	Laspla
OG0008410_00	LOCUS12998	Laspla
OG0008411_00	G6Z76_0002364	Acrcha
OG0008412_00	LOCUS7990	Laspla
OG0008413_00	LOCUS12003	Laspla
OG0008414_00	CCHamide-1_g07381_i1	Acafer
OG0008415_00	Peptidase_S1_S6_chymotrypsin_Hap_g07917_i1	Acafer
OG0008416_00	LOCUS11856	Laspla
OG0008417_00	LOCUS13534	Laspla
OG0008418_00	ACFW04_011022	Catnig
OG0008419_00	LOCUS3925	Laspla
OG0008420_00	LOCUS34	Laspla
OG0008421_00	G6Z76_0002697	Acrcha
OG0008422_00	Peptidase_M14_carboxypeptidase_A_g12066_i1	Acafer
OG0008423_00	G6Z76_0000946	Acrcha
OG0008424_00	LOCUS13602	Laspla
OG0008425_00	LOCUS6018	Laspla
OG0008426_00	LOCUS14646	Laspla
OG0008427_00	LOCUS4644	Laspla
OG0008428_00	LOCUS6461	Laspla
OG0008429_00	G6Z76_0008374	Acrcha
OG0008430_00	LOCUS6829	Laspla
OG0008431_00	G6Z76_0009003	Acrcha
OG0008432_00	LOCUS1167	Laspla
OG0008433_00	LOCUS12898	Laspla
OG0008434_00	LOCUS7621-2	Laspla
OG0008435_00	LOCUS12181	Laspla
OG0008436_00	HOX_domain_g13568_i1	Acafer
OG0008438_00	Peptidase_M12B_ADAM_reprolysin_g00489_i1	Acafer
OG0008439_00	LOCUS2491	Laspla
OG0008440_00	LOCUS2254	Laspla
OG0008441_00	LOCUS13557	Laspla
OG0008442_00	G6Z76_0014538	Acrcha
OG0008443_00	LOCUS13914	Laspla
OG0008444_00	LOCUS11707	Laspla
OG0008445_00	LOCUS3610	Laspla
OG0008446_00	LOCUS7483	Laspla
OG0008447_00	G6Z76_0004385	Acrcha
OG0008448_00	LOCUS5110	Laspla
OG0008449_00	LOCUS3226	Laspla
OG0008450_00	G6Z76_0009200	Acrcha
OG0008451_00	LOCUS1292	Laspla
OG0008452_00	LOCUS10864	Laspla
OG0008453_00	G6Z76_0003157	Acrcha
OG0008454_00	G6Z76_0011799	Acrcha
OG0008455_00	ACFW04_002789	Catnig
OG0008456_00	G6Z76_0013955	Acrcha
OG0008457_00	LOCUS2083	Laspla
OG0008458_00	LOCUS8767	Laspla
OG0008459_00	G6Z76_0000174	Acrcha
OG0008460_00	LOCUS13782	Laspla
OG0008461_00	LOCUS12297	Laspla
OG0008462_00	G6Z76_0010005	Acrcha
OG0008463_00	LOCUS14426	Laspla
OG0008464_00	LOCUS12149	Laspla
OG0008465_00	LOCUS4212	Laspla
OG0008466_00	LOCUS4232	Laspla
OG0008467_00	LOCUS3751	Laspla
OG0008468_00	LOCUS992	Laspla
OG0008469_00	LOC112464433	Temcur
OG0008470_00	LOCUS8421	Laspla
OG0008471_00	LOCUS10154	Laspla
OG0008472_00	Bursicon_g13262_i1	Acafer
OG0008475_00	LOCUS3524	Laspla
OG0008476_00	LOCUS7729	Laspla
OG0008477_00	LOCUS13089	Laspla
OG0008478_00	LOCUS9171	Laspla
OG0008479_00	LOCUS10491	Laspla
OG0008480_00	G6Z76_0013880	Acrcha
OG0008481_00	LOCUS6702	Laspla
OG0008482_00	LOCUS6063	Laspla
OG0008484_00	G6Z76_0008192	Acrcha
OG0008485_00	LOCUS14016	Laspla
OG0008486_00	G6Z76_0003355	Acrcha
OG0008487_00	LOCUS13853	Laspla
OG0008488_00	LOCUS2849	Laspla
OG0008489_00	LOCUS2619	Laspla
OG0008490_00	G6Z76_0005155	Acrcha
OG0008491_00	LOCUS13794	Laspla
OG0008492_00	LOCUS9566	Laspla
OG0008493_00	ACFW04_010169	Catnig
OG0008494_00	LOCUS7748-2	Laspla
OG0008495_00	LOCUS5465	Laspla
OG0008496_00	LOCUS8943	Laspla
OG0008497_00	G6Z77_0002018	Acrhey
OG0008498_00	LOCUS10106	Laspla
OG0008499_00	G6Z76_0002732	Acrcha
OG0008500_00	LOCUS5314	Laspla
OG0008501_00	LOCUS14429	Laspla
OG0008502_00	LOCUS4228	Laspla
OG0008503_00	LOCUS4964	Laspla
OG0008504_00	LOCUS7702	Laspla
OG0008505_00	G6Z75_0001636	Acrins
OG0008506_00	LOCUS2176	Laspla
OG0008507_00	G6Z76_0012758	Acrcha
OG0008508_00	LOCUS2914	Laspla
OG0008511_00	LOCUS13513	Laspla
OG0008512_00	LOCUS8207	Laspla
OG0008513_00	G6Z76_0003533	Acrcha
OG0008514_00	G6Z76_0002523	Acrcha
OG0008515_00	LOCUS2531	Laspla
OG0008516_00	LOCUS2208	Laspla
OG0008517_00	LOCUS1293	Laspla
OG0008518_00	LOCUS3434	Laspla
OG0008519_00	LOCUS12251	Laspla
OG0008520_00	LOCUS1912	Laspla
OG0008521_00	G6Z77_0012175	Acrhey
OG0008522_00	G6Z77_0001562	Acrhey
OG0008523_00	LOCUS6067	Laspla
OG0008524_00	LOCUS2525	Laspla
OG0008526_00	LOCUS14024	Laspla
OG0008528_00	LOCUS7712	Laspla
OG0008529_00	Elongases_g13129_i1	Acafer
OG0008530_00	LOCUS12760	Laspla
OG0008531_00	G6Z76_0008720	Acrcha
OG0008532_00	LOCUS14413	Laspla
OG0008534_00	LOCUS3075	Laspla
OG0008535_00	LOCUS2938	Laspla
OG0008536_00	LOCUS13616	Laspla
OG0008537_00	LOCUS9454	Laspla
OG0008538_00	LOCUS8724	Laspla
OG0008539_00	LOCUS12657	Laspla
OG0008540_00	LOCUS8790	Laspla
OG0008541_00	LOCUS7177	Laspla
OG0008542_00	LOCUS4311	Laspla
OG0008543_00	LOCUS3953	Laspla
OG0008544_00	G6Z76_0010701	Acrcha
OG0008545_00	LOCUS9504	Laspla
OG0008546_00	ACFW04_008873	Catnig
OG0008547_00	G6Z76_0011030	Acrcha
OG0008548_00	Peptidase_S1_S6_chymotrypsin_Hap_g07916_i1	Acafer
OG0008552_00	G6Z76_0006249	Acrcha
OG0008553_00	LOCUS4966	Laspla
OG0008554_00	LOCUS5773	Laspla
OG0008555_00	G6Z76_0003078	Acrcha
OG0008556_00	LOCUS10175	Laspla
OG0008557_00	G6Z77_0012317	Acrhey
OG0008558_00	LOCUS9120	Laspla
OG0008560_00	LOCUS13986	Laspla
OG0008561_00	LOCUS8293	Laspla
OG0008562_00	LOCUS5013	Laspla
OG0008563_00	G6Z78_0011788	Psearg
OG0008564_00	ACFW04_003096	Catnig
OG0008565_00	Alpha_beta_hydrolase_fold-1_g10667_i1	Acafer
OG0008566_00	G6Z76_0006538	Acrcha
OG0008567_00	LOCUS5735	Laspla
OG0008568_00	G6Z76_0006443	Acrcha
OG0008570_00	G6Z76_0007969	Acrcha
OG0008571_00	LOCUS4584	Laspla
OG0008572_00	LOCUS10538	Laspla
OG0008573_00	LOCUS1297	Laspla
OG0008574_00	Peptidase_M41_FtsH_extracellular_g01257_i1	Caralt
OG0008575_00	LOCUS2768	Laspla
OG0008576_00	LOCUS3089	Laspla
OG0008577_00	LOCUS13483	Laspla
OG0008578_00	G6Z76_0008439	Acrcha
OG0008579_00	HN011_011100	Ecibur
OG0008580_00	ACFW04_002330	Catnig
OG0008581_00	LOCUS6781	Laspla
OG0008582_00	LOCUS6073	Laspla
OG0008583_00	LOCUS12338	Laspla
OG0008584_00	LOCUS13754	Laspla
OG0008585_00	LOCUS5625	Laspla
OG0008586_00	LOCUS662	Laspla
OG0008587_00	LOCUS11006	Laspla
OG0008588_00	G6Z76_0013248	Acrcha
OG0008589_00	G6Z76_0008767	Acrcha
OG0008590_00	LOCUS1057	Laspla
OG0008591_00	LOCUS3704	Laspla
OG0008592_00	G6Z76_0012715	Acrcha
OG0008593_00	LOCUS9885	Laspla
OG0008594_00	LOCUS13839	Laspla
OG0008595_00	LOCUS12993	Laspla
OG0008596_00	G6Z76_0014262	Acrcha
OG0008597_00	G6Z76_0002509	Acrcha
OG0008598_00	LOCUS11859	Laspla
OG0008599_00	LOCUS218	Laspla
OG0008600_00	LOCUS5980	Laspla
OG0008602_00	LOCUS5085	Laspla
OG0008603_00	G6Z76_0009002	Acrcha
OG0008604_00	G6Z76_0011527	Acrcha
OG0008605_00	LOCUS5937	Laspla
OG0008606_00	G6Z76_0002979	Acrcha
OG0008607_00	LOCUS8416	Laspla
OG0008608_00	g14631_i1	Acafer
OG0008609_00	G6Z76_0012355	Acrcha
OG0008610_00	LOCUS7956	Laspla
OG0008611_00	LOCUS398	Laspla
OG0008612_00	LOCUS8704	Laspla
OG0008613_00	LOCUS5931	Laspla
OG0008614_00	LOCUS1286	Laspla
OG0008615_00	LOCUS6747	Laspla
OG0008616_00	G6Z75_0007178	Acrins
OG0008617_00	LOCUS3118	Laspla
OG0008618_00	LOCUS13244	Laspla
OG0008619_00	LOCUS4599	Laspla
OG0008620_00	LOCUS10711	Laspla
OG0008621_00	LOCUS5488	Laspla
OG0008622_00	G6Z76_0011491	Acrcha
OG0008623_00	LOCUS2693	Laspla
OG0008624_00	ACFW04_000430	Catnig
OG0008625_00	G6Z76_0003449	Acrcha
OG0008626_00	G6Z75_0002962	Acrins
OG0008627_00	G6Z76_0011309	Acrcha
OG0008628_00	LOCUS10934	Laspla
OG0008629_00	LOCUS14005	Laspla
OG0008630_00	LOCUS10375	Laspla
OG0008631_00	G6Z76_0009686	Acrcha
OG0008632_00	G6Z76_0001779	Acrcha
OG0008633_00	LOCUS2668	Laspla
OG0008636_00	G6Z76_0002512	Acrcha
OG0008637_00	G6Z76_0007274	Acrcha
OG0008638_00	G6Z76_0001349	Acrcha
OG0008639_00	G6Z76_0000389	Acrcha
OG0008640_00	LOCUS3476	Laspla
OG0008641_00	LOCUS11340	Laspla
OG0008642_00	LOCUS14560-2	Laspla
OG0008643_00	LOCUS5428	Laspla
OG0008644_00	LOCUS6779-2	Laspla
OG0008645_00	G6Z76_0009964	Acrcha
OG0008646_00	LOCUS2201	Laspla
OG0008647_00	LOCUS10273	Laspla
OG0008648_00	LOCUS10278	Laspla
OG0008649_00	LOCUS10888	Laspla
OG0008650_00	LOCUS6996	Laspla
OG0008651_00	LOCUS3098-2	Laspla
OG0008652_00	LOCUS1148	Laspla
OG0008653_00	LOCUS2066	Laspla
OG0008654_00	LOCUS2186	Laspla
OG0008655_00	LOCUS10914	Laspla
OG0008656_00	G6Z76_0008869	Acrcha
OG0008657_00	LOCUS10980	Laspla
OG0008658_00	LOCUS2620	Laspla
OG0008659_00	LOCUS2165	Laspla
OG0008660_00	LOCUS3432	Laspla
OG0008661_00	LOCUS3343	Laspla
OG0008662_00	LOCUS12851	Laspla
OG0008663_00	LOCUS3360	Laspla
OG0008664_00	G6Z76_0005190	Acrcha
OG0008665_00	LOCUS828	Laspla
OG0008666_00	LOCUS8080-2	Laspla
OG0008667_00	G6Z76_0002766	Acrcha
OG0008668_00	G6Z76_0003578	Acrcha
OG0008669_00	LOCUS12237	Laspla
OG0008670_00	Glutathione_S-transferases_g07193_i1	Acafer
OG0008672_00	LOCUS12484	Laspla
OG0008675_00	LOCUS3033	Laspla
OG0008676_00	LOCUS7777	Laspla
OG0008677_00	LOCUS12106	Laspla
OG0008678_00	LOCUS1188	Laspla
OG0008679_00	LOCUS5470	Laspla
OG0008680_00	LOCUS9498	Laspla
OG0008681_00	LOCUS8693	Laspla
OG0008682_00	LOCUS13624	Laspla
OG0008683_00	G6Z76_0014137	Acrcha
OG0008684_00	LOCUS2758	Laspla
OG0008685_00	LOCUS7134	Laspla
OG0008686_00	transformer-2_g10116_i1	Acafer
OG0008687_00	LOCUS11237	Laspla
OG0008688_00	LOCUS6425	Laspla
OG0008689_00	LOCUS265	Laspla
OG0008690_00	ACFW04_011602	Catnig
OG0008691_00	LOCUS10007	Laspla
OG0008692_00	G6Z77_0001544	Acrhey
OG0008693_00	LOCUS7183	Laspla
OG0008694_00	G6Z76_0013776	Acrcha
OG0008695_00	LOCUS11124	Laspla
OG0008696_00	LOCUS6753	Laspla
OG0008697_00	LOCUS12892	Laspla
OG0008698_00	LOCUS6155	Laspla
OG0008699_00	G6Z76_0012764	Acrcha
OG0008701_00	LOCUS10304	Laspla
OG0008703_00	Peptidase_S1_S6_chymotrypsin_Hap_g12902_i1	Acafer
OG0008704_00	LOCUS5285	Laspla
OG0008706_00	LOCUS7836	Laspla
OG0008707_00	LOCUS14598	Laspla
OG0008708_00	G6Z76_0006274	Acrcha
OG0008709_00	ACFW04_005284	Catnig
OG0008710_00	ACFW04_002391	Catnig
OG0008712_00	LOCUS6173	Laspla
OG0008713_00	G6Z76_0006209	Acrcha
OG0008714_00	G6Z76_0013043	Acrcha
OG0008715_00	LOCUS12107	Laspla
OG0008716_00	G6Z76_0009524	Acrcha
OG0008717_00	LOCUS6774	Laspla
OG0008719_00	LOCUS13666	Laspla
OG0008720_00	LOCUS5739	Laspla
OG0008721_00	LOCUS5702	Laspla
OG0008722_00	LOCUS12427	Laspla
OG0008723_00	G6Z76_0001782	Acrcha
OG0008724_00	LOCUS3165	Laspla
OG0008725_00	LOCUS13076	Laspla
OG0008726_00	G6Z76_0007329	Acrcha
OG0008727_00	LOCUS13335	Laspla
OG0008728_00	LOCUS2080	Laspla
OG0008729_00	LOCUS5657	Laspla
OG0008730_00	G6Z76_0011431	Acrcha
OG0008731_00	LOCUS3622	Laspla
OG0008732_00	LOCUS11035	Laspla
OG0008733_00	LOCUS6959	Laspla
OG0008734_00	LOCUS5055	Laspla
OG0008735_00	LOCUS11854	Laspla
OG0008738_00	LOCUS8283	Laspla
OG0008739_00	LOCUS7259	Laspla
OG0008740_00	Glutathione_S-transferases_g15553_i1	Acrame
OG0008741_00	G6Z76_0010956	Acrcha
OG0008742_00	G6Z76_0000786	Acrcha
OG0008743_00	LOCUS8317	Laspla
OG0008744_00	LOCUS178	Laspla
OG0008745_00	LOCUS5018	Laspla
OG0008746_00	G6Z76_0005071	Acrcha
OG0008747_00	G6Z76_0013472	Acrcha
OG0008748_00	LOCUS7602	Laspla
OG0008749_00	LOCUS3173	Laspla
OG0008750_00	LOCUS1957	Laspla
OG0008751_00	G6Z76_0013636	Acrcha
OG0008752_00	LOCUS13360	Laspla
OG0008753_00	LOCUS4030	Laspla
OG0008755_00	LOCUS124	Laspla
OG0008756_00	LOCUS10638	Laspla
OG0008757_00	LOCUS2217	Laspla
OG0008758_00	LOCUS3638	Laspla
OG0008759_00	Peptidase_S1_S6_chymotrypsin_Hap_g09531_i1	Acafer
OG0008760_00	G6Z76_0008592	Acrcha
OG0008761_00	G6Z75_0001751	Acrins
OG0008762_00	LOCUS7033	Laspla
OG0008763_00	LOCUS11256	Laspla
OG0008764_00	LOCUS995	Laspla
OG0008765_00	G6Z75_0005588	Acrins
OG0008766_00	G6Z76_0000311	Acrcha
OG0008767_00	LOCUS4340	Laspla
OG0008768_00	LOCUS3989	Laspla
OG0008769_00	G6Z76_0011514	Acrcha
OG0008770_00	Cytochrome_P450_g14796_i1	Acafer
OG0008771_00	LOCUS13529	Laspla
OG0008773_00	LOCUS3749	Laspla
OG0008774_00	LOCUS13834	Laspla
OG0008775_00	G6Z76_0003542	Acrcha
OG0008776_00	LOCUS10053	Laspla
OG0008777_00	G6Z76_0013051	Acrcha
OG0008778_00	G6Z76_0010282	Acrcha
OG0008779_00	LOCUS8049	Laspla
OG0008780_00	LOCUS13369	Laspla
OG0008781_00	G6Z76_0005059	Acrcha
OG0008782_00	ACFW04_004876	Catnig
OG0008783_00	G6Z76_0004995	Acrcha
OG0008784_00	LOCUS10782	Laspla
OG0008785_00	LOCUS12400	Laspla
OG0008786_00	Glutathione_S-transferases_g14791_i1	Acafer
OG0008787_00	G6Z76_0012415	Acrcha
OG0008788_00	LOCUS14521	Laspla
OG0008789_00	LOCUS1911	Laspla
OG0008790_00	LOCUS9134	Laspla
OG0008791_00	LOCUS3055	Laspla
OG0008792_00	LOCUS9475	Laspla
OG0008793_00	LOCUS6782	Laspla
OG0008794_00	LOCUS8890	Laspla
OG0008795_00	G6Z77_0003960	Acrhey
OG0008796_00	LOCUS13892	Laspla
OG0008797_00	LOCUS6349	Laspla
OG0008798_00	G6Z76_0014139	Acrcha
OG0008799_00	G6Z76_0011086	Acrcha
OG0008800_00	G6Z76_0002157	Acrcha
OG0008801_00	G6Z76_0012049	Acrcha
OG0008802_00	LOCUS3345	Laspla
OG0008803_00	LOCUS10816	Laspla
OG0008804_00	G6Z76_0000596	Acrcha
OG0008805_00	LOCUS14532	Laspla
OG0008806_00	G6Z77_0013415	Acrhey
OG0008807_00	G6Z76_0000966	Acrcha
OG0008808_00	LOCUS10111	Laspla
OG0008809_00	LOCUS6956	Laspla
OG0008810_00	LOCUS1077	Laspla
OG0008811_00	LOCUS7719	Laspla
OG0008812_00	G6Z76_0004147	Acrcha
OG0008813_00	Peptidase_S1_S6_chymotrypsin_Hap_g00515_i1	Acafer
OG0008815_00	LOCUS10418	Laspla
OG0008817_00	LOCUS4067	Laspla
OG0008819_00	LOCUS12447	Laspla
OG0008820_00	G6Z76_0009682	Acrcha
OG0008821_00	G6Z76_0014028	Acrcha
OG0008822_00	G6Z76_0002986	Acrcha
OG0008823_00	G6Z76_0006678	Acrcha
OG0008824_00	LOCUS14000	Laspla
OG0008825_00	G6Z77_0006001	Acrhey
OG0008826_00	LOCUS10793	Laspla
OG0008827_00	LOCUS857	Laspla
OG0008828_00	LOCUS4032	Laspla
OG0008830_00	LOCUS13528	Laspla
OG0008831_00	LOCUS8147	Laspla
OG0008832_00	LOCUS2891	Laspla
OG0008833_00	LOCUS9975	Laspla
OG0008834_00	LOCUS8139	Laspla
OG0008835_00	Peptidase_S1_S6_chymotrypsin_Hap_g12555_i1	Acrsub
OG0008836_00	LOCUS2833	Laspla
OG0008837_00	LOCUS5483	Laspla
OG0008838_00	LOCUS14713	Laspla
OG0008839_00	LOCUS2328	Laspla
OG0008840_00	LOCUS7244	Laspla
OG0008841_00	LOCUS7359	Laspla
OG0008843_00	LOCUS6794	Laspla
OG0008844_00	LOCUS1007	Laspla
OG0008845_00	LOCUS6165	Laspla
OG0008846_00	LOCUS2760	Laspla
OG0008847_00	LOCUS570	Laspla
OG0008848_00	LOCUS1970	Laspla
OG0008849_00	LOCUS12655	Laspla
OG0008850_00	ecdysone-induced_protein74_g14317_i1	Acrame
OG0008851_00	LOCUS10524	Laspla
OG0008852_00	LOCUS9382	Laspla
OG0008853_00	LOCUS3838	Laspla
OG0008854_00	LOCUS5468	Laspla
OG0008855_00	LOCUS3957	Laspla
OG0008856_00	LOCUS8540	Laspla
OG0008857_00	Peptidase_M12B_propeptide_g12877_i1	Acafer
OG0008858_00	LOCUS12866	Laspla
OG0008859_00	LOCUS5469	Laspla
OG0008860_00	LOCUS6241	Laspla
OG0008862_00	LOCUS2717	Laspla
OG0008864_00	Peptidase_S1_S6_chymotrypsin_Hap_g04213_i1	Acafer
OG0008865_00	LOCUS9986	Laspla
OG0008866_00	LOCUS11766	Laspla
OG0008867_00	LOCUS12816	Laspla
OG0008868_00	LOCUS9016	Laspla
OG0008870_00	LOCUS13669	Laspla
OG0008871_00	G6Z76_0014039	Acrcha
OG0008872_00	LOCUS792	Laspla
OG0008873_00	LOCUS10650	Laspla
OG0008875_00	LOCUS6664	Laspla
OG0008876_00	LOCUS2073	Laspla
OG0008877_00	Peptidase_M14_carboxypeptidase_A_g09554_i1	Acafer
OG0008878_00	LOCUS2435	Laspla
OG0008879_00	G6Z76_0000647	Acrcha
OG0008880_00	LOCUS7280	Laspla
OG0008881_00	LOCUS12768	Laspla
OG0008882_00	LOCUS12292	Laspla
OG0008885_00	LOCUS2984	Laspla
OG0008887_00	G6Z76_0012085	Acrcha
OG0008889_00	Peptidase_S1_S6_chymotrypsin_Hap_g06927_i1	Acafer
OG0008890_00	LOCUS12172-2	Laspla
OG0008891_00	G6Z76_0010700	Acrcha
OG0008892_00	Orcokinin_g10832_i1_split2	Acrech
OG0008893_00	G6Z78_0002758	Psearg
OG0008894_00	ACFW04_005252	Catnig
OG0008895_00	Ankyrin_g12545_i1	Acafer
OG0008896_00	LOCUS646	Laspla
OG0008897_00	LOCUS633	Laspla
OG0008898_00	LOCUS11272	Laspla
OG0008899_00	G6Z76_0002382	Acrcha
OG0008901_00	LOCUS2493	Laspla
OG0008902_00	LOCUS6833	Laspla
OG0008903_00	LOCUS3318	Laspla
OG0008904_00	LOCUS4259-2	Laspla
OG0008905_00	LOCUS14063	Laspla
OG0008906_00	LOCUS13067	Laspla
OG0008907_00	LOCUS12262	Laspla
OG0008908_00	G6Z76_0006568	Acrcha
OG0008909_00	LOCUS12525	Laspla
OG0008910_00	G6Z76_0012826	Acrcha
OG0008912_00	LOCUS6896	Laspla
OG0008913_00	LOCUS13427	Laspla
OG0008914_00	LOCUS7816	Laspla
OG0008915_00	G6Z76_0010299	Acrcha
OG0008916_00	G6Z77_0006588	Acrhey
OG0008917_00	LOCUS3956	Laspla
OG0008918_00	G6Z76_0003445	Acrcha
OG0008919_00	G6Z76_0011638	Acrcha
OG0008922_00	LOCUS14672	Laspla
OG0008924_00	LOCUS8834	Laspla
OG0008925_00	LOCUS6433	Laspla
OG0008926_00	LOCUS13180	Laspla
OG0008927_00	LOCUS13813	Laspla
OG0008928_00	LOCUS1208	Laspla
OG0008929_00	LOCUS9949	Laspla
OG0008930_00	G6Z76_0005229	Acrcha
OG0008932_00	LOCUS12581	Laspla
OG0008933_00	LOCUS10024	Laspla
OG0008935_00	G6Z76_0011486	Acrcha
OG0008936_00	LOCUS4254	Laspla
OG0008937_00	LOCUS12027	Laspla
OG0008938_00	LOCUS3607	Laspla
OG0008939_00	LOCUS3194	Laspla
OG0008940_00	LOCUS13734	Laspla
OG0008941_00	LOCUS10968	Laspla
OG0008942_00	G6Z76_0008375	Acrcha
OG0008943_00	Ankyrin_g00907_i2	Acafer
OG0008944_00	Cytochrome_P450_g01063_i1	Acafer
OG0008945_00	HOX_domain_g12686_i1	Acafer
OG0008946_00	LOCUS7537	Laspla
OG0008947_00	G6Z76_0014493	Acrcha
OG0008948_00	LOCUS8997	Laspla
OG0008949_00	LOCUS14571	Laspla
OG0008950_00	LOCUS10321	Laspla
OG0008951_00	G6Z76_0013296	Acrcha
OG0008952_00	LOCUS5918-3	Laspla
OG0008953_00	LOCUS2562	Laspla
OG0008954_00	LOCUS4649	Laspla
OG0008955_00	LOCUS2266	Laspla
OG0008956_00	LOCUS3309	Laspla
OG0008957_00	G6Z76_0001172	Acrcha
OG0008958_00	G6Z76_0001021	Acrcha
OG0008959_00	Distal-less_g03175_i1	Acrame
OG0008960_00	LOCUS4039	Laspla
OG0008961_00	LOCUS12287	Laspla
OG0008962_00	G6Z76_0005052	Acrcha
OG0008964_00	ACFW04_007534	Catnig
OG0008969_00	LOCUS3079	Laspla
OG0008970_00	LOCUS9199	Laspla
OG0008972_00	LOCUS9146	Laspla
